Index,Source,Author,Title,Description,Content,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags,publishedAt,url,urlToImage
68,MarketWatch,Sabela Ojea,Dow Jones Newswires: ON Semiconductor signs long-term EV supply deal with BMW,ON Semiconductor Corp. has secured a long-term agreement with BMW AG to support the German car-maker's electric vehicles.,"ON Semiconductor Corp. 
 ON,
 -1.94%
has secured a long-term agreement with BMW AG 
 BMW,
 -0.02%
to support the German car-makers electric vehicles.
The semiconductor manufacturing companys E… [+93 chars]",Very Positive,40,[],['German'],"['BMW', 'ON', 'Corp.', 'Semiconductor', 'AG']",2023-03-07T01:09:00Z,https://www.marketwatch.com/story/on-semiconductor-signs-long-term-ev-supply-deal-with-bmw-ce2b3475,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png
69,AppleInsider,news@appleinsider.com (Nathaniel Pangaro),Wired CarPlay vs. wireless - the pros and cons,"Apple offers a wired and wireless version of CarPlay, and while each version offers a near-identical experience from your iPhone, there are pros and cons to each. Here are the pros and cons of both.Apple's CarPlay has been a feature on iPhone for the past dec…","AppleInsider may earn an affiliate commission on purchases made through links on our site.
Apple offers a wired and wireless version of CarPlay, and while each version offers a near-identical experi… [+12554 chars]",Very Positive,110,['cons'],['pros'],"['Apple', 'CarPlay']",2023-03-02T19:41:01Z,https://appleinsider.com/inside/carplay/vs/wired-carplay-vs-wireless---the-pros-and-cons,https://photos5.appleinsider.com/gallery/53085-106306-IMG_2655-xl.jpg
70,Cheezburger.com,"bradpdickson, bradpdickson",'AITA for not giving my boss my first class seat?': Internet defends worker's decision not to give their boss their personal seat upgrade,"If you haven't heard the word: It's 2023, and we're reinstating the law that entitles your lord to anything you own.
How dare you own something nicer than your boss? From now on, if they want your stuff, they get it…. That 10-year-old BMW you're driving? Han…","If you haven't heard the word: It's 2023, and we're reinstating the law that entitles your lord to anything you own.
How dare you own something nicer than your boss? From now on, if they want your s… [+717 chars]",Very Negative,220,[],[],"['BMW', 'law']",2023-03-07T23:00:00Z,https://cheezburger.com/19595013/aita-for-not-giving-my-boss-my-first-class-seat-internet-defends-workers-decision-not-to-give-their,https://i.chzbgr.com/original/19595013/hFF078034/stories-work-stories-toxic-workplace-manager-toxic-boss-managers-workplace-reddit-19595013
71,CNET,Nick Wolny,The Only Millennial Millionaires Anyone Likes Anymore - CNET,"After hustling to achieve financial independence in their twenties, Rhianna and Jon Schoeller now want to give their daughter the childhood they never had.","Who wants to be a millionaire? These days, just about everyone.
As such, the personal finance advice industry is more crowded than ever before. Aspiring influencers often lead the way with promises … [+10120 chars]",Very Negative,190,[],[],"['Rhianna', 'Schoeller', 'Jon']",2023-03-16T17:59:00Z,https://www.cnet.com/personal-finance/the-schoeller-family/,https://www.cnet.com/a/img/resize/c6e94a42442b79fae0d146b41e1e79bf8a503253/hub/2023/02/14/79570c51-4b25-48bf-9fb3-6f79721c78ee/cash-money-stack-100s-yellowblue-grid.png?auto=webp&fit=crop&height=630&width=1200
72,Yanko Design,Gaurav Sood,BMW CE 04 Vagabund Moto Concept for Gen-Z has storage for hauling a surfboard,BMW CE 04 Vagabund Moto Concept for Gen-Z has storage for hauling a surfboardGraz-based automotive design motorheads at Vagabund Moto like BMW bikes as their preferred choice as the starting point. The custom BMW R nineT and custom...,Graz-based automotive design motorheads at Vagabund Moto like BMW bikes as their preferred choice as the starting point. The custom BMW R nineT and custom BMW R100R created by them gravitated enough … [+2290 chars],Positive,0,[],[],"['BMW', 'CE']",2023-03-03T00:30:39Z,https://www.yankodesign.com/2023/03/02/bmw-ce-04-vagabund-moto-concept-for-gen-z-has-storage-for-hauling-a-surfboard/,https://www.yankodesign.com/images/design_news/2023/03/bmw-ce-04-vagabund-moto-concept-for-gen-z-has-storage-for-hauling-surfboard/BMW-CE-04-Vagabund-Moto-Concept-7.jpg
73,Yanko Design,Sarang Sheth,This BMW Scrambler concept was envisioned in both ICE and E-bike versions,"This BMW Scrambler concept was envisioned in both ICE and E-bike versionsProportionally different from the scramblers we’ve seen in the past, the BMW G7 Scrambler concept has a commanding aesthetic with a Z-shaped frame, a bottom-heavy...","Proportionally different from the scramblers we’ve seen in the past, the BMW G7 Scrambler concept has a commanding aesthetic with a Z-shaped frame, a bottom-heavy design, a cantilever seat, and a hea… [+1441 chars]",Very Positive,0,[],[],"['BMW', 'Ebike', 'ICE', 'Scrambler']",2023-03-16T22:30:39Z,https://www.yankodesign.com/2023/03/16/this-bmw-scrambler-concept-was-envisioned-in-both-ice-and-e-bike-versions/,https://www.yankodesign.com/images/design_news/2023/03/this-bmw-scrambler-concept-was-envisioned-in-both-ice-and-e-bike-versions/bmw_g7_scrambler_1.jpeg
74,Yanko Design,Sarang Sheth,This BMW M1 redesign brings the iconic supercar into the modern age with a cutting-edge aesthetic,"This BMW M1 redesign brings the iconic supercar into the modern age with a cutting-edge aestheticTouted as one of the rarest models BMW has ever built, the M1 is the German marque’s sole supercar dating back to the 70s. It...","Touted as one of the rarest models BMW has ever built, the M1 is the German marque’s sole supercar dating back to the 70s. It hasn’t been recreated since, and BMW pretty much never made a supercar ag… [+2572 chars]",Very Positive,40,[],['German'],['BMW'],2023-03-18T11:40:44Z,https://www.yankodesign.com/2023/03/18/this-bmw-m1-redesign-brings-the-iconic-supercar-into-the-modern-age-with-a-cutting-edge-aesthetic/,https://www.yankodesign.com/images/design_news/2023/03/auto-draft/bmw_m1_1.jpg
75,Yanko Design,Gaurav Sood,Marvel superheros and supervillains get their custom speedsters in this mystic AI-generated universe,Marvel superheros and supervillains get their custom speedsters in this mystic AI-generated universeMidjourney is all over the internet with renders of unrelated stuff created using the platform. Earlier we had the mashup of famous architects and their...,"Midjourney is all over the internet with renders of unrelated stuff created using the platform. Earlier we had the mashup of famous architects and their unique luxury cars, now popular superheroes an… [+1720 chars]",Very Positive,0,[],[],['AIgenerated'],2023-03-19T23:30:07Z,https://www.yankodesign.com/2023/03/19/marvel-superheros-and-supervillains-get-their-custom-speedsters-in-this-mystic-ai-generated-universe/,https://www.yankodesign.com/images/design_news/2023/03/marvel-superheros-and-supervillains-get-their-custom-speedsters-in-this-mystic-ai-generated-universe/Marvel_Spideman_AI_Generated_Car-1.jpg
76,Yanko Design,Sarang Sheth,The Buell brand gets a revival with this gorgeous Cyberpunk electric concept,"The Buell brand gets a revival with this gorgeous Cyberpunk electric conceptMeet the Buell XBE, a fan-made revival of the popular Harley Davidson subsidiary that shut shop in 2009, but never left our hearts. Combining a...","Meet the Buell XBE, a fan-made revival of the popular Harley Davidson subsidiary that shut shop in 2009, but never left our hearts. Combining a little of Buell’s rich automotive legacy with the newly… [+1771 chars]",Very Positive,0,[],[],"['XBE', 'Davidson', 'Buell', 'Harley']",2023-03-13T22:30:21Z,https://www.yankodesign.com/2023/03/13/the-buell-brand-gets-a-revival-with-this-gorgeous-cyberpunk-electric-concept/,https://www.yankodesign.com/images/design_news/2023/03/auto-draft/buell_xbe_1.jpg
77,Windows Central,zacharylboddy@outlook.com (Zachary Boddy),Forza Horizon 5 embraces the darkness with 'Midnights at Horizon' Series update,"Find your dark side in the 'Midnights at Horizon' Series update for Forza Horizon 5, which brings lots of nighttime challenges and events, as well as four new cars.","<ul><li>Forza Horizon 5 is a live service, open-world racing game from Playground Games and Xbox Game Studios.</li><li>On Monday, the studio announced Series 19 ""Midnights at Horizon,"" the next Serie… [+3691 chars]",Very Positive,10,['dark'],[],"['Horizon', 'Forza', '5']",2023-03-27T19:21:12Z,https://www.windowscentral.com/gaming/forza-horizon-5-embraces-the-darkness-with-midnights-at-horizon-series-update,https://cdn.mos.cms.futurecdn.net/3VaEJGX3N9LLaeomc5pZhT-1200-80.jpg
78,Uncrate.com,Uncrate,Barn Find 1972 BMW 3.0 CS,"The E9 coupe helped cement BMW's reputation as ""The Ultimate Driving Machine"". Produced from 1968 to 1975, the E9 formed the basis for the 3.0 CSL ""batmobile"" and dominated the European Touring Car Championship and wild German Deutsche Rennsport Meisterschaft…","Staying cool, calm, and collected is easier said than done. With a variety of high-performance CBD products, evn can help simplify the process. The company offers a range of various formulas, includi… [+618 chars]",Very Positive,100,['wild'],"['German', 'European']","['European', 'Driving', 'Deutsche', 'Meisterschaft', 'Touring', 'BMWs', 'the', 'Rennsport', 'The', 'Car', 'Championship', 'Machine', 'German', 'Ultimate']",2023-03-16T23:00:00Z,https://uncrate.com/barn-find-1972-bmw-30-cs/,https://uncrate.com/p/2023/03/barn-find-bmw-cs-1.jpg
79,Uncrate.com,Uncrate,BMW CE 04 Vagabund Moto Concept,BMW's R nineT and R18 aren't the only canvases awaiting bike builders. Austria's Vagabund Moto CE 04 e-scooter as a base for a custom urban commuter with a healthy dose of style. The earth-tone paint scheme is complimented by functional...,"Between overly-processed brown kibble, canned mystery meat, and a long list of unpronounceable ingredients on labels, finding food that's actually good for your dogs can be challenging. Nom Nom makes… [+671 chars]",Very Negative,190,[],[],"['R18', 'BMWs']",2023-03-02T16:00:00Z,https://uncrate.com/bmw-ce-04-vagabund-moto-concept/,https://uncrate.com/p/2023/03/bmw-ce-04-vagabund-1.jpg
80,Core77.com,Rain Noe,BMW's Panoramic Vision Feature: Does This Really Qualify as a HUD?,"A heads-up display, or HUD, is one of the more useful features I've encountered in modern cars. So I was excited when BMW announced their forthcoming Panoramic Vision feature, which they touted as a ""New head-up display across the entire width of the windscre…","A heads-up display, or HUD, is one of the more useful features I've encountered in modern cars. So I was excited when BMW announced their forthcoming Panoramic Vision feature, which they touted as a … [+1190 chars]",Very Positive,10,['touted'],[],"['BMW', 'Vision', 'HUD']",2023-03-21T14:00:00Z,https://www.core77.com/posts/121538/BMWs-Panoramic-Vision-Feature-Does-This-Really-Qualify-as-a-HUD,https://s3files.core77.com/blog/images/lead_n_spotlight/1376056_lead_400_121538_.jpg
81,Theregister.com,Laura Dobberstein,"No 'decoupling' here: Apple, Samsung, and Qualcomm sing China's praises","First big government expo since COVID sees CEOs galore jet in
Some of Big Tech's top execs have sung China's praises at the 2023 China Development Forum – an annual government-organized event that returned from its COVID hiatus over the weekend.…","Some of Big Tech's top execs have sung China's praises at the 2023 China Development Forum an annual government-organized event that returned from its COVID hiatus over the weekend.
Attendees includ… [+3069 chars]",Very Positive,0,[],[],"['Chinas', 'COVID']",2023-03-27T05:37:58Z,https://www.theregister.com/2023/03/27/china_development_forum/,https://regmedia.co.uk/2022/01/27/china_shutterstock3.jpg
82,MakeUseOf,Rajesh Pandey,Google Pixel March 2023 Feature Drop: 5 New Features Coming to Your Phone,Even older Pixel phones are gaining some useful new features in the March Feature Drop.,Google rolls out quarterly Feature Drops for its Pixel phones with several additions and enhancements alongside the usual security and bug fixes. The March 2023 Feature Drop contains some notable new… [+3578 chars],Very Negative,190,[],[],['Pixel'],2023-03-14T13:50:16Z,https://www.makeuseof.com/pixel-feature-drop-march-2023-new-features/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2023/03/charge-other-devices-using-a-pixel-smartphone.jpg
83,MakeUseOf,Geoff Piehl,Every Electric Vehicle That Qualifies for US Tax Credit in 2023,"If you want to ensure that your EV purchase is eligible for the clean vehicle tax credit, we've rounded up all qualifying vehicles.","If you live in the US and buy a new electric vehicle (EV) or plug-in hybrid electric vehicle (PHEV) in 2023, you might be eligible for a federal tax credit of up to $7,500. While the credit existed p… [+10384 chars]",Very Positive,0,[],[],['EV'],2023-03-01T15:00:17Z,https://www.makeuseof.com/electric-vehicles-eligible-tax-credit/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2022/03/ev-charging-cable-plug.jpg
84,Phandroid - News for Android,Mike Viray,"Sorry Tesla, the Volkswagen ID. 2all is the Affordable EV Everyone’s been Waiting For","If Tesla continues to hold back on the ""affordable"" EV segment, we just might see a new EV champion in the next few years.","Electric Vehicles (EVs for short) have seen a significant rise in popularity over the past few years, due to a variety of different factors including rising fuel costs, integration of convenient smar… [+4247 chars]",Neutral,0,[],[],"['Tesla', 'EV']",2023-03-20T17:21:25Z,https://phandroid.com/2023/03/20/sorry-tesla-the-volkswagen-id-2all-is-the-affordable-ev-everyones-been-waiting-for/,nan
85,Jalopnik,Owen Bellwood,BMW's M Division Will Work its Magic on the All-Electric 5-Series,"For 45 years, the BMW M car has been the go-to for anyone wanting a fun but practical daily driver. Now, as the world prepares to switch to a battery-powered future, the M division has yet to show its full hand. But that might be about to change, as BMW has c…","For 45 years, the BMW M car has been the go-to for anyone wanting a fun but practical daily driver. Now, as the world prepares to switch to a battery-powered future, the M division has yet to show it… [+2664 chars]",Very Positive,0,[],[],"['BMW', 'M']",2023-03-16T16:40:00Z,https://jalopnik.com/bmw-m-will-make-a-performance-all-electric-5-series-1850232370,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/51f5bd83d1d0f3fa7cda7936af3bd7c9.jpg"
86,Jalopnik,Rob Emslie,"At $5,200, Is This 1985 BMW 535i a Credible Classic?",The reason given for the sale of today’s Nice Price or No Dice BMW E28 is a lack of space following the purchase of a new truck. Let’s see if this old-school Bimmer is priced well enough for someone to start planning it a new space.Read more...,The reason given for the sale of todays Nice Price or No Dice BMW E28 is a lack of space following the purchase of a new truck. Lets see if this old-school Bimmer is priced well enough for someone to… [+3739 chars],Very Positive,10,['lack'],[],['Bimmer'],2023-03-06T14:00:00Z,https://jalopnik.com/at-5-200-is-this-1985-bmw-535i-a-credible-classic-1850183626,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/45aced910551c338570c96d7ec88c958.jpg"
87,Jalopnik,Bob Sorokanich,America's Nasty Diesel Fuel Keeps Ruining Bosch Fuel Pumps,"The National Highway Traffic Safety Administration (NHTSA) is upgrading its ongoing investigation into a rash of failures of high-pressure fuel pumps affecting diesel-powered Ram, Jeep and BMW vehicles. Nearly 500,000 vehicles could be affected, and so far, t…","The National Highway Traffic Safety Administration (NHTSA) is upgrading its ongoing investigation into a rash of failures of high-pressure fuel pumps affecting diesel-powered Ram, Jeep and BMW vehicl… [+3233 chars]",Very Negative,240,"['failures', 'rash']",[],"['Traffic', 'BMW', 'Highway', 'Safety', 'Jeep', 'The', 'investigation', 'Ram', 'National', 'Administration']",2023-03-23T15:30:00Z,https://jalopnik.com/diesel-fuel-pump-failure-ram-jeep-bmw-bosch-nhtsa-probe-1850256303,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/b5c5f633f6e49038a0e0cc3fc6b83b70.jpg"
88,Jalopnik,Collin Woodard,The Genesis GV70 Is Selling for 28 Percent Over MSRP,"If you’re in the market for a luxury crossover, the Genesis GV70 is a tempting choice. It’s ridiculously good-looking, can be had with a 375-hp V6, has a gorgeous cabin and comes with a 10-year powertrain warranty. With a base price below $45,000, it’s a barg…","If youre in the market for a luxury crossover, the Genesis GV70 is a tempting choice. Its ridiculously good-looking, can be had with a 375-hp V6, has a gorgeous cabin and comes with a 10-year powertr… [+1923 chars]",Very Negative,200,['ridiculously'],[],['Genesis'],2023-03-11T01:00:00Z,https://jalopnik.com/genesis-gv70-crossover-selling-28-percent-over-msrp-1850213396,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/d6bcba3381728df10c50b3f1286482de.jpg"
89,Jalopnik,Lawrence Hodge,"The 2023 BMW M3 Is the Last Manual Car I’ll Ever Drive, And it's All My Knees' Fault","I’m sad to report that my manual driving days are over. I thought I could still hang, but nope, I can’t do it anymore. A combination of dealing with Osgood-Schlatter disease plus old football injuries means my knee cartilage is long past wearing thin. But wha…","Im sad to report that my manual driving days are over. I thought I could still hang, but nope, I cant do it anymore. A combination of dealing with Osgood-Schlatter disease plus old football injuries … [+3958 chars]",Very Negative,260,"['sad', 'hang']",['disease'],['OsgoodSchlatter'],2023-03-16T14:30:00Z,https://jalopnik.com/2023-bmw-m3-manual-bad-knees-cant-drive-stick-shift-1850182675,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c8478aec36e2c84a7dff6e49d94e6583.jpg"
90,Jalopnik,Erik Shilling,Tesla Is on Its Way to Being America's Luxury King Again,"The U.S. Department of Energy thinks that a Tesla Model 3 is a luxury sedan even if you and I don’t, classifying it as such on FuelEconomy.gov, and grouping it in with every other luxury marque you’ve heard of. Which means we also must accept a still new-ish …","The U.S. Department of Energy thinks that a Tesla Model 3 is a luxury sedan even if you and I dont, classifying it as such on FuelEconomy.gov, and grouping it in with every other luxury marque youve … [+2005 chars]",Very Positive,0,[],[],"['U.', 'of', 'Department', 'The', 'Energy', 'S.']",2023-03-15T21:30:00Z,https://jalopnik.com/tesla-is-on-its-way-to-being-americas-luxury-king-again-1850229720,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3419dc006c49c918faeb7f1f5ea45624.jpg"
91,Jalopnik,Elizabeth Blackstock,I Hit 170 MPH On the Back of a Motorcycle at COTA and it Dismantled My Perception of Life,"I’ve never so much as sat on a motorcycle in my entire life. It’s been over a decade since I rode a bicycle. So when MotoGP and the Circuit of the Americas asked if I’d be interested in doing “backpack laps,” riding on the back of a crotch-rocket while a prof…",Ive never so much as sat on a motorcycle in my entire life. Its been over a decade since I rode a bicycle. So when MotoGP and the Circuit of the Americas asked if Id be interested in doing backpack l… [+13197 chars],Very Positive,0,[],[],"['Americas', 'of', 'the', 'Circuit']",2023-03-09T19:00:00Z,https://jalopnik.com/bmw-s-1000-rr-backpack-laps-moto-gp-cota-1850206897,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/1938f295a08a3b9a0f32d138969d2733.png"
92,Jalopnik,Kyle Hyatt,This Feral Engineer Is Building an Off-Road Rally Dodge Viper,"Safari-style car builds are super popular right now. You take a cool car, often a sports car, and then you lift it by a couple of inches and toss some chunky tires and a roof basket on. Maybe some rally lights, too, if you’re feeling spicy. Of course, there’s…","Safari-style car builds are super popular right now. You take a cool car, often a sports car, and then you lift it by a couple of inches and toss some chunky tires and a roof basket on. Maybe some ra… [+1515 chars]",Very Positive,30,['chunky'],[],"['Safaristyle', 'right']",2023-03-10T15:00:00Z,https://jalopnik.com/this-feral-engineer-is-building-an-off-road-rally-dodge-1850211128,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/40b4714912a246a75cf6e1447a498757.png"
93,Jalopnik,Rob Emslie,"At $15,500, Could This 2014 Honda Civic Si Make You Feel Civic-Minded?","The current Honda Civic Si is one of the best cars on the market today. It’s also hella expensive, which is why cars like today’s Nice Price or No Dice 2014 edition might look contrastingly appealing. Let’s see just how appealing this last-gen edition is.Read…","The current Honda Civic Si is one of the best cars on the market today. Its also hella expensive, which is why cars like todays Nice Price or No Dice 2014 edition might look contrastingly appealing. … [+3820 chars]",Very Negative,200,['expensive'],[],"['Honda', 'Civic', 'Si']",2023-03-07T14:00:00Z,https://jalopnik.com/at-15-500-is-this-2014-honda-civic-si-a-good-deal-1850192014,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/02c0a398d3ed76e8502fa4c32e4afbf8.jpg"
94,Jalopnik,Kyle Hyatt,The 2023 Porsche 718 Cayman GTS 4.0 Is the Sports Car Platonic Ideal,"If you’ve read any of my work, you probably know that I’m Jalopnik’s biggest Porsche 911 fanboy. I love them. When everyone says, “Miata is always the answer,” I say nope and point to a 911 because it can do everything better – which it should, since it’s way…","If youve read anyof mywork, you probably know that Im Jalopniks biggest Porsche 911 fanboy. I love them. When everyone says, Miata is always the answer, I say nope and point to a 911 because it can d… [+7244 chars]",Very Positive,20,[],[],"['Jalopniks', 'answer', 'Miata']",2023-02-27T15:00:00Z,https://jalopnik.com/2023-porsche-718-cayman-gts-4-0-the-jalopnik-review-1850158359,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ec82738bcb6d6c0f39b913b84c53b624.jpg"
95,Jalopnik,Tom McParland,I Want to Replace My Old Boxster With Something More Modern! What Car Should I Buy?,"Jansen got an old Boxster on the cheap, and while the Porsche has given him a lot of smiles per dollar it’s starting to become more of a chore. He wants to replace it with something more up-to-date but still awesome enough to throw down some good lap times. W…","Jansen got an old Boxster on the cheap, and while the Porsche has given him a lot of smiles per dollar its starting to become more of a chore. He wants to replace it with something more up-to-date bu… [+6946 chars]",Very Positive,20,"['cheap', 'chore']",[],"['Jansen', 'Boxster', 'Porsche']",2023-03-09T18:30:00Z,https://jalopnik.com/i-want-to-replace-my-old-boxster-with-something-more-mo-1850206863,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/72eddf0374050790e226b707aa682ead.jpg"
96,Jalopnik,Andy Kalmowitz,Buy This 27-Liter V12-Powered Shooting Brake and Feel Superior to Everybody,"Do you ever feel like your car is lacking? Lacking in power? Lacking in size? Lacking in engine displacement? Lacking in rarity? Well, here’s your chance to change all that. Auction site Car & Classic is getting ready to offer up the one –the only – The Beast…","Do you ever feel like your car is lacking? Lacking in power? Lacking in size? Lacking in engine displacement? Lacking in rarity? Well, heres your chance to change all that. Auction site Car &amp; Cla… [+2818 chars]",Very Positive,90,"['lacking', 'Lacking']",['Beast'],['Lacking'],2023-03-02T21:00:00Z,https://jalopnik.com/buy-this-27-liter-v12-powered-shooting-brake-and-feel-s-1850178909,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/0338fa1e416fed9ea99a12fb6fcd58d6.jpg"
97,Jalopnik,Owen Bellwood,Volvo Isn’t Considering Locking the EX90’s Best Features Behind Subscriptions... Yet,"It’s a big year for Swedish automaker Volvo as it’s preparing to roll out its new flagship SUV, which for the first time will be all-electric. The EX90 was first unveiled at the end of 2022 and Volvo has been sharing more and more details about the new car ah…","Its a big year for Swedish automaker Volvo as its preparing to roll out its new flagship SUV, which for the first time will be all-electric. The EX90 was first unveiled at the end of 2022 and Volvo h… [+3353 chars]",Neutral,0,[],[],['Volvo'],2023-03-09T20:00:00Z,https://jalopnik.com/volvo-ex90-electric-luxury-suv-subscription-features-1850207983,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/fa00c382098e52917764b5613012edf5.jpg"
98,Jalopnik,Rob Emslie,"At $16,500, Is This 1965 Chevy Corvair Monza Safely a Deal?","Chevy’s second take on the Corvair turned out to be one of the most stunning cars the ‘60s had to offer. Today’s Nice Price or No Dice Chevrolet Monza, adds some additional pizzazz. Will its price prove just as compelling?Read more...","Chevys second take on the Corvair turned out to be one of the most stunning cars the 60s had to offer. Todays Nice Price or No Dice Chevrolet Monza, adds some additional pizzazz. Will its price prove… [+4848 chars]",Very Positive,0,[],[],"['Corvair', 'Chevys']",2023-03-28T13:00:00Z,https://jalopnik.com/at-16-500-is-this-1965-chevy-corvair-safely-a-deal-1850268110,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/215f60a67263889924041878a6f42ecd.jpg"
99,Jalopnik,Tim Stevens,America's Best Citroën Mechanic Wants You to Take Over His Shop,Dave Burnham is desperate to retire. One of America’s best Citroën mechanics and restorers — perhaps the best when it comes to the byzantine hydraulic systems used on models like the Traction Avant and the DS — Burnham has built his reputation through 40 year…,Dave Burnham is desperate to retire. One of Americas best Citroën mechanics and restorers perhaps the best when it comes to the byzantine hydraulic systems used on models like the Traction Avant and … [+9151 chars],Very Positive,20,"['desperate', 'byzantine']",[],"['Citron', 'the', 'Avant', 'Traction', 'Burnham', 'DS', 'Dave']",2023-03-27T13:30:00Z,https://jalopnik.com/dave-burnham-best-citroen-mechanic-giving-away-his-shop-1850241709,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/047bbcce67b19cf6667f233ff5f40d55.jpg"
